#,formula,activity,Syngony,"length, nm","width, nm","depth, nm",surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",link
943,CoMoO4,oxidase,,4000,4000,4000,naked,0,methenamine,140.19,0.0428,0.0000872,TMB,0.025,1,no,0.015,3.5,25,,165.24,https://doi.org/10.1016/j.microc.2023.108562
944,Co3V2O8,peroxidase,3,,,,naked,0,methenamine,140.19,0.536,no,TMB + H2O2,0.01,0.4,5,0.04,4,25,,70.14,https://doi.org/10.1016/j.jiec.2021.09.034
945,Co3V2O8,peroxidase,3,,,,naked,0,methenamine,140.19,4.8,no,H2O2 + TMB,0.01,0.1,0.05,0.04,4,25,,70.14,https://doi.org/10.1016/j.jiec.2021.09.034
946,Co3V2O8,oxidase,3,,,,naked,0,methenamine,140.19,0.27,0.000101,TMB,0.01,0.4,no,0.04,4,25,,70.14,https://doi.org/10.1016/j.jiec.2021.09.034
947,Co3O4/CuO,oxidase,,607,607,607,naked,0,0,0,0.222,no,TMB,0.01,1.2,no,0.02,4,40,,,https://doi.org/10.1016/j.msec.2018.10.038
948,"(Co,Mn)3O4",oxidase,4,5,5,5,naked,0,0,0,0.0072,0.0002086,TMB,0.01,0.055,no,0.0225,4,15,,117.2,https://doi.org/10.1016/j.aca.2022.339564
949,Au0.02/Fe2O3,peroxidase,7,100,100,100,naked,poly(ethylene oxide),sodium citrate,30000,0.0429,0.05882,TMB + H2O2,0.01,1,700,0.083,3.5,25,,,https://doi.org/10.1021/acs.analchem.7b02880
950,Au0.02/Fe2O3,peroxidase,7,100,100,100,naked,poly(ethylene oxide),sodium citrate,30000,138.5,0.0477,H2O2 + TMB,10,1 100.0000,0.8,0.083,3.5,25,,,https://doi.org/10.1021/acs.analchem.7b02880
951,Pt/ZnCo2O4,peroxidase,7,1500,1500,1500,naked,poly(N-Vinylpyrrolidone),ethylene glycol,55000,0.1357,0.0008068,TMB + H2O2,0.01,0.1,250,0.06,4,30,,,https://doi.org/10.1039/D0NJ02795B
952,Pt/ZnCo2O4,peroxidase,7,1500,1500,1500,naked,poly(N-Vinylpyrrolidone),ethylene glycol,55000,0.73,0.0000835,H2O2 + TMB,0.1,1,0.5,0.06,4,30,,,https://doi.org/10.1039/D0NJ02795B
953,Mn3O4,oxidase,4,750,750,750,naked,0,oleic acid,282.47,0.0398,0.0045,TMB + GSH,0.01,0.25,0.015,0.00167,3.6,25,,198.76,https://doi.org/10.1016/j.colsurfa.2020.125397
954,Mn3O4,oxidase,4,750,750,750,naked,0,oleic acid,282.47,0.0158,0.0004167,GSH +TMB,0.01,0.065,0.12,0.00167,3.6,25,,198.76,https://doi.org/10.1016/j.colsurfa.2020.125397
955,LaMnO3.15,oxidase,6,10000,170,170,naked,poly(N-Vinylpyrrolidone),0,1300000,0.037,0.0000768,TMB,0.01,0.1,no,3,4,,,,https://doi.org/10.1039/C8TB01706A
956,V6O13,peroxidase,2,,,,naked,0,0,0,0.153,0.0000299,TMB + H2O2,0.09,0.2,0.6,0.5,4.5,30,,,https://doi.org/10.1021/acs.iecr.7b04821
957,V6O13,peroxidase,2,,,,naked,0,0,0,1.51,0.0000312,H2O2 + TMB,0.2,3.2,0.3,0.5,4.5,30,,,https://doi.org/10.1021/acs.iecr.7b04821
958,MnCo2O4,oxidase,,2000,700,700,naked,0,0,0,0.063,0.0217,TMB,0.05,0.5,no,0.02,5,35,,,https://doi.org/10.1021/acsanm.8b00895
959,Pt/CeO2,peroxidase,7,300,15,15,naked,0,0,0,0.408,0.000884,TMB + H2O2,0.05,0.5,5,0.1,5,25,,,https://doi.org/10.1016/j.apsusc.2019.02.135
960,Pt/CeO2,peroxidase,7,300,15,15,naked,0,0,0,16.18,0.001082,H2O2 + TMB,0.5,20,0.3,0.1,5,25,,,https://doi.org/10.1016/j.apsusc.2019.02.135
961,CoMn2O4/Mn2O3,oxidase,,2700,2700,2700,"1,3,5-benzenetricarboxylate",poly(N-Vinylpyrrolidone),0,30000,0.0378,0.000044,TMB,0.01,0.8,no,0.1,4,25,,,https://doi.org/10.1016/j.snb.2019.126928
962,Mn2O3,oxidase,7,9000,9000,9000,naked,poly(N-Vinylpyrrolidone),0,30000,0.0856,0.0000286,TMB,0.01,0.8,no,0.1,4,25,,,https://doi.org/10.1016/j.snb.2019.126928
963,CeO2,oxidase,7,22,22,22,naked,0,0,0,2.01,no,TMB,0.5,2.5,no,,4,,,38,https://doi.org/10.1021/acsami.7b05036
964,Pr0.05-CeO2,oxidase,7,31,31,31,naked,0,0,0,0.79,no,TMB,0.5,2.5,no,,4,,,26,https://doi.org/10.1021/acsami.7b05036
965,Pr0.1-CeO2,oxidase,7,27,27,27,naked,0,0,0,0.27,no,TMB,0.5,2.5,no,,4,,,25,https://doi.org/10.1021/acsami.7b05036
966,Pr0.15-CeO2,oxidase,7,27,27,27,naked,0,0,0,0.23,no,TMB,0.5,2.5,no,,4,,,23,https://doi.org/10.1021/acsami.7b05036
967,Pr0.2-CeO2,oxidase,7,50,27,27,naked,0,0,0,0.15,no,TMB,0.5,2.5,no,,4,,,25,https://doi.org/10.1021/acsami.7b05036
968,Mn0.6Co0.4O,oxidase,4,1700,1700,1700,naked,0,0,0,0.0187,0.0000762,TMB,0.005,0.035,no,8,5,20,,31.4,https://doi.org/10.1039/D0CC06209J
969,Fe2O3/Fe4(Fe(CN)6)4,peroxidase,6,46,46,46,naked,0,ethylenediamine,60.1,0.01,0.000123,TMB + H2O2,0.008,0.2,13,0.02,4,,,,https://doi.org/10.1016/j.molcata.2012.04.011
970,Fe2O3/Fe4(Fe(CN)6)4,peroxidase,6,46,46,46,naked,0,ethylenediamine,60.1,15,0.000228,H2O2 + TMB,6.5,68,0.1,0.02,4,,,,https://doi.org/10.1016/j.molcata.2012.04.011
971,Ni/CoMoO4,peroxidase,2,10000,2000,2000,naked,0,0,0,0.076,no,TMB + H2O2,0.05,0.4,10,2,4,37,,117.9,https://doi.org/10.1021/acsnano.1c11012
972,Ni/CoMoO4,peroxidase,2,10000,2000,2000,naked,0,0,0,0.008,no,H2O2 + TMB,0.01,0.12,5,2,4,37,,117.9,https://doi.org/10.1021/acsnano.1c11012
973,Ni/CoMoO4,oxidase,2,10000,2000,2000,naked,0,0,0,0.09,no,TMB,0.05,0.4,no,2,4,37,,117.9,https://doi.org/10.1021/acsnano.1c11012
974,Fe2O3,peroxidase,7,38.8,38.8,38.8,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000,0.214,0.0000212,TMB + H2O2,0.185,0.37,390,0.003,3,,,,https://doi.org/10.1088/1361-6528/aaddc2
975,Fe2O3,peroxidase,7,38.8,38.8,38.8,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000,115,0.0000289,H2O2 + TMB,135.5,226,10,0.003,3,,,,https://doi.org/10.1088/1361-6528/aaddc2
976,Fe2O3,peroxidase,7,38.8,38.8,38.8,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000,0.45,0.00000961,TMB + H2O2,0.185,0.37,390,0.003,3,,,,https://doi.org/10.1088/1361-6528/aaddc2
977,Fe2O3,peroxidase,7,600,600,600,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000,0.0571,0.0000908,TMB + H2O2,0.185,0.37,390,0.003,3,,,,https://doi.org/10.1088/1361-6528/aaddc2
978,Fe2O3,peroxidase,7,600,600,600,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000,236,0.000166,H2O2 + TMB,135.5,226,10,0.003,3,,,,https://doi.org/10.1088/1361-6528/aaddc2
979,Fe2O3,peroxidase,7,220,220,10,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000,581,0.0000392,TMB + H2O2,0.185,0.37,390,0.003,3,,,,https://doi.org/10.1088/1361-6528/aaddc2
980,Fe2O3,peroxidase,7,220,220,10,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000,452,0.000392,H2O2 + TMB,135.5,226,10,0.003,3,,,,https://doi.org/10.1088/1361-6528/aaddc2
981,NiCo2O4,oxidase,7,400,400,400,naked,0,ethylene glycol,62.07,0.0001,38780,TMB,0.01,0.8,no,5,4,37,,,https://doi.org/10.1016/j.jhazmat.2020.123939
982,NiCo2O4-Au0.44,oxidase,7,500,500,500,naked,0,ethylene glycol,62.07,0.0001,34537,TMB,0.01,0.8,no,5,4,37,,,https://doi.org/10.1016/j.jhazmat.2020.123939
983,NiCo2O4,peroxidase,7,400,400,400,naked,0,ethylene glycol,62.07,0.0002,59885,TMB + H2O2,0.01,0.8,500,5,4,37,,,https://doi.org/10.1016/j.jhazmat.2020.123939
984,NiCo2O4,peroxidase,7,400,400,400,naked,0,ethylene glycol,62.07,0.0283,28773,H2O2 + TMB,10,100,16,5,4,37,,,https://doi.org/10.1016/j.jhazmat.2020.123939
985,NiCo2O4-Au0.44,peroxidase,7,500,500,500,naked,0,ethylene glycol,62.07,0.0002,56163,TMB + H2O2,0.01,0.8,500,5,4,37,,,https://doi.org/10.1016/j.jhazmat.2020.123939
986,NiCo2O4-Au0.44,peroxidase,7,500,500,500,naked,0,ethylene glycol,62.07,0.0132,29250,H2O2 + TMB,10,100,16,5,4,37,,,https://doi.org/10.1016/j.jhazmat.2020.123939
987,Co(OH)2,oxidase,0,500,500,500,naked,poly(N-Vinylpyrrolidone),0,40000,0.362,0.0000606,TMB,0.13,4,no,,4,25,,,https://doi.org/10.1016/j.aca.2020.07.068
988,BNCuS,peroxidase,6,200,200,200,naked,sodium dodecyl sulfate,N-Methylpyrrolidone,288.37,0.175,0.0000376,TMB + H2O2,0.2,0.8,100,0.03,3,35,-4,,https://doi.org/10.1016/j.snb.2017.02.059
988,BNCuS,peroxidase,6,200,200,200,naked,sodium dodecyl sulfate,N-Methylpyrrolidone,288.37,25,0.000125,H2O2 + TMB,10,100,0.6,0.03,3,35,-4,,https://doi.org/10.1016/j.snb.2017.02.059
990,Rh,peroxidase,7,50,50,50,naked,"poly(ethylene oxide), poly(methyl methacrylate)",ascorbic acid ,28500,27.09,0.0001373,H2O2 + TMB,0.5,40,,,,,,,https://doi.org/10.1016/j.snb.2022.132066
991,Rh,peroxidase,7,50,50,50,naked,"poly(ethylene oxide), Poly(methyl methacrylate)",ascorbic acid ,28500,21.54,0.0004507,H2O2 + TMB,0.5,40,,,,,,,https://doi.org/10.1016/j.snb.2022.132066
992,Rh,peroxidase,7,50,50,50,naked,"poly(ethylene oxide), Poly(methyl methacrylate)",ascorbic acid ,28500,16.54,0.0008745,H2O2 + TMB,0.5,40,,,,,,,https://doi.org/10.1016/j.snb.2022.132066
993,Au-Pt0.25,peroxidase,,50,5,5,naked,0,"Cetrimonium bromide, ascorbic acid ",364.45,0.026,0.000096,TMB + H2O2,0.1,0.3,100,,4.5,37,20,,https://doi.org/10.1016/j.snb.2012.03.045
994,Au-Pt0.17,peroxidase,,50,5,5,naked,0,"Cetrimonium bromide, ascorbic acid ",364.45,0.0056,0.000032,TMB + H2O2,0.1,0.3,100,,4.5,37,20,,https://doi.org/10.1016/j.snb.2012.03.045
995,Au-Pt0.10,peroxidase,,50,5,5,naked,0,"Cetrimonium bromide, ascorbic acid ",364.45,0.0021,0.000016,TMB + H2O2,0.1,0.3,100,,4.5,37,20,,https://doi.org/10.1016/j.snb.2012.03.045
996,Au-Pt0.25,peroxidase,,50,5,5,poly(sodium 4-styrene sulfonate),0,"Cetrimonium bromide, ascorbic acid ",70000,0.026,0.0000312,TMB + H2O2,0.1,0.3,100,,4.5,37,20,,https://doi.org/10.1016/j.snb.2012.03.045
997,Au-Pt0.25,peroxidase,,50,5,5,Poly(dimethyldiallylammonium chloride),0,"Cetrimonium bromide, ascorbic acid ",100000,0.163,0.0001212,TMB + H2O2,0.1,0.3,100,,4.5,37,20,,https://doi.org/10.1016/j.snb.2012.03.045
998,Au-Pt0.25,peroxidase,,50,5,5,poly(sodium 4-styrenesulfonate),0,"Cetrimonium bromide, ascorbic acid ",70000,0.251,0.0000036,ABTS + H2O2,0.2,1,100,,4.5,37,20,,https://doi.org/10.1016/j.snb.2012.03.045
999,Au-Pt0.25,peroxidase,,50,5,5,Poly(dimethyldiallylammonium chloride),0,"Cetrimonium bromide, ascorbic acid ",100000,0.184,0.0000171,ABTS + H2O2,0.2,1,100,,4.5,37,20,,https://doi.org/10.1016/j.snb.2012.03.045
1000,NiMoO4-Cu,peroxidase,2,2500,2500,2500,naked,0,0,0,0.541,no,TMB + H2O2,0.1,1,50,0.025,4,25,,368.8,https://doi.org/10.1021/acssuschemeng.0c03822
1001,NiMoO4-Cu,peroxidase,2,2500,2500,2500,naked,0,0,0,9.042,no,H2O2 + TMB,1,10,1,0.025,4,25,,368.8,https://doi.org/10.1021/acssuschemeng.0c03822
1002,CoMoO4-Cu,peroxidase,2,4500,4500,4500,naked,0,0,0,0.365,no,TMB + H2O2,0.1,1,50,0.025,4,25,,103.6,https://doi.org/10.1021/acssuschemeng.0c03822
1003,CoMoO4-Cu,peroxidase,2,4500,4500,4500,naked,0,0,0,1.772,no,H2O2 + TMB,1,10,1,0.025,4,25,,103.6,https://doi.org/10.1021/acssuschemeng.0c03822
1004,NHMoO3,peroxidase,3,8000,200,200,BSA,0,0,0,5.06,0.00166,TMB + H2O2,0.25,2,1,,6.5,37,,,https://doi.org/10.1002/ange.202115939
1005,NHMoO3,peroxidase,3,8000,200,200,BSA,0,0,0,2.41,0.00013,H2O2 + TMB,0.5,10,1,,6.5,37,,,https://doi.org/10.1002/ange.202115939
1006,AuPt ,peroxidase,,2.5,2.5,2.5,dopamine ,0,0,153.18,1.09,0.0000427,H2O2 + TMB,0.2,1,0.25,0.1,5.5,,,,https://doi.org/10.1021/acsami.1c10600
1007,Pt,peroxidase,,43.9,43.9,43.9,naked,poly(N-Vinylpyrrolidone),0,30000,no,0.000152,TMB + H2O2,0.05,0.6,7 500.000,0.079,4,37,,,https://doi.org/10.1039/C6AN02722A
1008,Pt,peroxidase,,43.9,43.9,43.9,naked,poly(N-Vinylpyrrolidone),0,30000,no,0.000129,H2O2 + TMB,500,4 000.0000,0.8,0.079,4,37,,,https://doi.org/10.1039/C6AN02722A
1009,Pt,peroxidase,,48,48,48,naked,0,ascorbic acid ,176.12,no,0.0000563,TMB + H2O2,0.05,0.6,7 500.000,0.079,4,37,,,https://doi.org/10.1039/C6AN02722A
1010,Pt,peroxidase,,48,48,48,naked,0,ascorbic acid ,176.12,no,0.0000473,H2O2 + TMB,500,4 000.0000,0.8,0.079,4,37,,,https://doi.org/10.1039/C6AN02722A
1011,Pt,peroxidase,7,14.6,14.6,14.6,naked,poly(N-Vinylpyrrolidone),0,55000,0.48,0.00079,TMB + H2O2,0.01,0.6,2 000.000,,4,,,,https://doi.org/10.1021/jacs.0c12605
1012,Ni@Pt2,peroxidase,7,12.7,12.7,12.7,naked,poly(N-Vinylpyrrolidone),0,55000,9,0.0061,TMB + H2O2,0.01,0.6,2 000.000,,4,,,,https://doi.org/10.1021/jacs.0c12605
1013,Ni@Pt,peroxidase,7,13.9,13.9,13.9,naked,poly(N-Vinylpyrrolidone),0,55000,35,0.026,TMB + H2O2,0.01,0.6,2 000.000,,4,,,,https://doi.org/10.1021/jacs.0c12605
1014,Ni@Pt0.5,peroxidase,7,14.9,14.9,14.9,naked,poly(N-Vinylpyrrolidone),0,55000,13,0.15,TMB + H2O2,0.01,0.6,2 000.000,,4,,,,https://doi.org/10.1021/jacs.0c12605
1015,SrFeO3,peroxidase,,100,100,100,naked,0,citric acid,192.12,6.05,0.00018,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,13.48,https://doi.org/10.1038/s41467-019-08657-5
1016,La0.5Sr0.5MnO3,peroxidase,,52,52,52,naked,0,citric acid,192.12,40.08,0.00054,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,19.98,https://doi.org/10.1038/s41467-019-08657-5
1017,La0.5Sr0.5FeO3,peroxidase,,46,46,46,naked,0,citric acid,192.12,8.14,0.00013,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,17.29,https://doi.org/10.1038/s41467-019-08657-5
1018,LaNiO3,peroxidase,5,10,10,10,naked,0,citric acid,192.12,359.92,0.00463,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,17.06,https://doi.org/10.1038/s41467-019-08657-5
1019,LaNiO3-H2,peroxidase,,68,68,68,naked,0,citric acid,192.12,125.96,0.00145,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,12.11,https://doi.org/10.1038/s41467-019-08657-5
1020,LaMnO3,peroxidase,7,70,70,70,naked,0,citric acid,192.12,31.46,0.00068,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,17.95,https://doi.org/10.1038/s41467-019-08657-5
1021,LaMn0.5Ni0.5O3,peroxidase,,60,60,60,naked,0,citric acid,192.12,112.84,0.00044,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,12.48,https://doi.org/10.1038/s41467-019-08657-5
1022,CoO,peroxidase,,30,30,30,naked,0,0,0,92.1,0.00114,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,28.658,https://doi.org/10.1038/s41467-019-08657-5
1023,LaCoO3,peroxidase,,73,73,73,naked,0,0,0,205.45,0.00093,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,6.38,https://doi.org/10.1038/s41467-019-08657-5
1024,CeO2,peroxidase,,5,5,5,naked,0,sodium citrate,192.12,4.41,0.00018,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,714.51,https://doi.org/10.1038/s41467-019-08657-5
1025,Fe2O3,peroxidase,,350,350,350,naked,poly(N-Vinylpyrrolidone),0,30000,75.97,0.000068,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,59.88,https://doi.org/10.1038/s41467-019-08657-5
1026,Fe3O4,peroxidase,7,500,500,500,naked,0,0,0,41.66,0.00016,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,53.99,https://doi.org/10.1038/s41467-019-08657-5
1027,CuO ,peroxidase,7,5,5,5,naked,0,0,0,31.18,0.00028,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,101.23,https://doi.org/10.1038/s41467-019-08657-5
1028,Co3O4,peroxidase,,45,45,45,naked,0,0,0,41.75,0.00026,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,14.45,https://doi.org/10.1038/s41467-019-08657-5
1029,Mn2O3,peroxidase,7,1300,780,780,naked,0,0,0,12.53,0.00101,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,18.16,https://doi.org/10.1038/s41467-019-08657-5
1030,Cu(OH)2,peroxidase,3,420,420,420,naked,poly(N-Vinylpyrrolidone),0,55000,28.91,0.00034,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,61.456,https://doi.org/10.1038/s41467-019-08657-5
1031,LaCrO3,peroxidase,7,73,73,73,naked,0,citric acid,192.12,no,0.00017,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,11.76,https://doi.org/10.1038/s41467-019-08657-5
1032,LaFeO3,peroxidase,7,73,73,73,naked,0,citric acid,192.12,no,0.00019,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,17.95,https://doi.org/10.1038/s41467-019-08657-5
1033,CaMnO3,peroxidase,,1000,1000,1000,naked,0,0,0,no,0.00015,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,10.85,https://doi.org/10.1038/s41467-019-08657-5
1034,NiO,peroxidase,5,100,100,100,naked,poly(N-Vinylpyrrolidone),0,30000,no,0.00011,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,8.73,https://doi.org/10.1038/s41467-019-08657-5
1035,MnO2,peroxidase,4,30,30,30,naked,0,0,0,no,0.0000064,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,71.98,https://doi.org/10.1038/s41467-019-08657-5
1036,Mn3O4,peroxidase,,13,13,13,naked,0,0,0,no,0.00013,H2O2 + TMB,10,200,0.8,0.01,4.5,37,,88.43,https://doi.org/10.1038/s41467-019-08657-5
1037,Cu(OH)2,peroxidase,3,200,30,30,naked,poly(N-Vinylpyrrolidone),0,1300000,2.448,0.0004483,TMB + H2O2,0.05,0.9,0.53,1,4.5,25,,172,https://doi.org/10.1021/jacs.5b09337
1038,Cu(OH)2,peroxidase,3,200,30,30,naked,poly(N-Vinylpyrrolidone),0,1300000,0.199,0.0004251,H2O2 + TMB,0.05,0.8,0.8,1,4.5,25,,172,https://doi.org/10.1021/jacs.5b09337
1039,Fe2O3,peroxidase,5,39,39,39,naked,0,0,0,0.153,0.0000294,TMB + H2O2,0.01,1,700,0.0625,3.5,,-48,86.9,https://doi.org/10.1021/acsami.7b13835
1040,Fe2O3,peroxidase,5,39,39,39,naked,0,0,0,86.425,0.0000305,H2O2 + TMB,10,1 000.0000,0.8,0.0625,3.5,,-48,86.9,https://doi.org/10.1021/acsami.7b13835
1041,Fe2O3,peroxidase,5,30,30,30,naked,0,0,0,0.214,0.0000274,TMB + H2O2,0.01,1,700,0.0625,3.5,,,,https://doi.org/10.1021/acsami.7b13835
1042,Fe2O3,peroxidase,5,30,30,30,naked,0,0,0,125.904,0.0000289,H2O2 + TMB,10,1 000.0000,0.8,0.0625,3.5,,,,https://doi.org/10.1021/acsami.7b13835
1043,Fe2O3,peroxidase,5,33,33,33,naked,0,0,0,0.236,0.0000265,TMB + H2O2,0.01,1,700,0.0625,3.5,,,,https://doi.org/10.1021/acsami.7b13835
1044,Fe2O3,peroxidase,5,33,33,33,naked,0,0,0,132.9175,0.0000289,H2O2 + TMB,10,1 000.0000,0.8,0.0625,3.5,,,,https://doi.org/10.1021/acsami.7b13835
1045,V2O5,peroxidase,3,1400,74,74,naked,0,0,0,1.28,0.00465,GSH + H2O2,0.01,6,0.2,0.02,7.4,25,,32.9,https://doi.org/10.1002/anie.201800681
1046,V2O5,peroxidase,3,300,300,20,naked,0,0,0,3.425,0.007783333,GSH + H2O2,0.01,6,0.2,0.02,7.4,25,,6.2,https://doi.org/10.1002/anie.201800681
1047,V2O5,peroxidase,3,14000,14000,14000,naked,0,0,0,1.671,0.0072,GSH + H2O2,0.01,6,0.2,0.02,7.4,25,,21.1,https://doi.org/10.1002/anie.201800681
1048,V2O5,peroxidase,3,300,300,300,naked,0,0,0,1.958,0.010033333,GSH + H2O2,0.01,6,0.2,0.02,7.4,25,,9.6,https://doi.org/10.1002/anie.201800681
1049,V2O5,peroxidase,3,1400,74,74,naked,0,0,0,0.0444,0.00321,H2O2 + GSH,0.01,0.4,2,0.02,7.4,25,,32.9,https://doi.org/10.1002/anie.201800681
1050,V2O5,peroxidase,3,300,300,20,naked,0,0,0,0.0573,0.003883333,H2O2 + GSH,0.01,0.4,2,0.02,7.4,25,,6.2,https://doi.org/10.1002/anie.201800681
1051,V2O5,peroxidase,3,14000,14000,14000,naked,0,0,0,0.0925,0.005666667,H2O2 + GSH,0.01,0.4,2,0.02,7.4,25,,21.1,https://doi.org/10.1002/anie.201800681
1052,V2O5,peroxidase,3,300,300,300,naked,0,0,0,0.143,0.002383333,H2O2 + GSH,0.01,0.4,2,0.02,7.4,25,,9.6,https://doi.org/10.1002/anie.201800681
1053,Co3O4/Rh0.125,oxidase,,100,20,20,naked,0,Cetrimonium bromide,364.45,0.018,0.0000645,TMB,0.01,0.07,no,0.1,3.5,25,,,https://doi.org/10.1016/j.jhazmat.2020.125019
1054,Fe3O4,peroxidase,7,700,300,300,naked,0,ethylene glycol ,62.07,0.0003,2.7,TMB + H2O2,0.01,0.8,500,0.06,3.6,37,,,https://doi.org/10.1016/j.apsusc.2023.157185
1055,Fe3O4,peroxidase,7,700,300,300,naked,0,ethylene glycol ,62.07,1.281,85.9,H2O2 + TMB,10,100,16,0.06,3.6,37,,,https://doi.org/10.1016/j.apsusc.2023.157185
1056,(Fe3O4)0.1/CuO1.5,peroxidase,,700,300,300,naked,0,ethylene glycol ,62.07,0.0012,25.1,TMB + H2O2,0.01,0.8,500,0.06,3.6,37,,,https://doi.org/10.1016/j.apsusc.2023.157185
1057,(Fe3O4)0.1/CuO1.5,peroxidase,,700,300,300,naked,0,ethylene glycol ,62.07,0.03,12.3,H2O2 + TMB,10,100,16,0.06,3.6,37,,,https://doi.org/10.1016/j.apsusc.2023.157185
1058,Pt,peroxidase,7,8.16,8.16,8.16,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000,0.81,0.000276,TMB + H2O2,0.05,0.6,2 000.000,,4,22,,,https://doi.org/10.1002/cnma.201600268
1059,Pt,peroxidase,7,6.45,6.45,6.45,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000,0.66,0.000386,TMB + H2O2,0.05,0.6,2 000.000,,4,22,,,https://doi.org/10.1002/cnma.201600268
1060,Pt,peroxidase,7,4.3,4.3,4.3,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000,0.71,0.000512,TMB + H2O2,0.05,0.6,2 000.000,,4,22,,,https://doi.org/10.1002/cnma.201600268
1061,Pt,peroxidase,7,7.3,7.3,7.3,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000,0.73,0.00033,TMB + H2O2,0.05,0.6,2 000.000,,4,22,,,https://doi.org/10.1002/cnma.201600268
1062,Pt,peroxidase,7,8.62,8.62,8.62,naked,0,Cetrimonium bromide,364.45,0.42,0.00011,TMB + H2O2,0.05,0.6,2 000.000,,4,22,,,https://doi.org/10.1002/cnma.201600268
1063,Pt,peroxidase,7,6.69,6.69,6.69,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,10000,0.52,0.00024,TMB + H2O2,0.05,0.6,2 000.000,,4,22,,,https://doi.org/10.1002/cnma.201600268
1064,Pt,peroxidase,7,8.24,8.24,8.24,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,360000,0.81,0.0003,TMB + H2O2,0.05,0.6,2 000.000,,4,22,,,https://doi.org/10.1002/cnma.201600268
1065,CuCo2O4,peroxidase,7,10,10,10,naked,poly(N-Vinylpyrrolidone),0,,0.1646,0.0006354,TMB + H2O2,0.01,0.1,25,0.3,5,40,,,https://doi.org/10.1039/D0NJ05026A
1066,CuCo2O4,peroxidase,7,10,10,10,naked,poly(N-Vinylpyrrolidone),0,,0.59,0.0000683,H2O2 + TMB,10,100,0.1,0.3,5,40,,,https://doi.org/10.1039/D0NJ05026A
1067,Fe3O4,peroxidase,,25,25,25,lignin,0,0,,0.51,0.0000103,TMB + H2O2,0.4,6,100,0.264,3,50,-32.4,,https://doi.org/10.3390/nano9020210
1068,Fe3O4,peroxidase,,25,25,25,lignin,0,0,,5.3,0.0000096,H2O2 + TMB,10,250,4,0.264,3,50,-32.4,,https://doi.org/10.3390/nano9020210
1069,Fe3O4,peroxidase,7,20,20,20,Dextran,0,0,10000,1.3,0.000098,TMB + H2O2,100,500,245,2,4,,,,https://doi.org/10.1021/cm8031863
1070,Fe3O4,peroxidase,7,310,135,135,Dextran,0,0,10000,0.5,0.000116,TMB + H2O2,100,500,245,2,4,,,,https://doi.org/10.1021/cm8031863
1071,Ru0.85Cu0.15,peroxidase,6,45,45,3.5,poly(ethylene oxide),poly(N-Vinylpyrrolidone),0,10000,0.299,0.000556,H2O2 + TMB,0.05,1.6,1,1,4.6,,,,https://doi.org/10.1002/adhm.202300490
1072,Ru0.85Cu0.15,peroxidase,6,45,45,3.5,poly(ethylene oxide),poly(N-Vinylpyrrolidone),0,10000,0.28,0.000476,H2O2 + TMB,0.05,1.6,1,1,5.7,,,,https://doi.org/10.1002/adhm.202300490
1073,Ru0.85Cu0.15,peroxidase,6,45,45,3.5,poly(ethylene oxide),poly(N-Vinylpyrrolidone),0,10000,0.408,0.000357,H2O2 + TMB,0.05,1.6,1,1,6.5,,,,https://doi.org/10.1002/adhm.202300490
